Year,State/Country,Marital Status, Labour Force ('000) 
2012,Selangor,Married," 1,738.5 "
2013,Selangor,Married," 1,857.4 "
2014,Selangor,Married," 1,927.5 "
2015,Selangor,Married," 2,083.2 "
1982,Terengganu,Married, 151.5 
1983,Terengganu,Married, 159.7 
1984,Terengganu,Married, 137.6 
1985,Terengganu,Married, 147.9 
1986,Terengganu,Married, 155.8 
1987,Terengganu,Married, 148.6 
1988,Terengganu,Married, 155.8 
1989,Terengganu,Married, 160.5 
1990,Terengganu,Married, 149.6 
1992,Terengganu,Married, 167.7 
1993,Terengganu,Married, 191.3 
1995,Terengganu,Married, 179.4 
1996,Terengganu,Married, 201.5 
1997,Terengganu,Married, 182.9 
1998,Terengganu,Married, 191.3 
1999,Terengganu,Married, 197.0 
2000,Terengganu,Married, 201.8 
2001,Terengganu,Married, 199.9 
2002,Terengganu,Married, 187.0 
2003,Terengganu,Married, 226.7 
2004,Terengganu,Married, 218.7 
2005,Terengganu,Married, 221.9 
2006,Terengganu,Married, 230.8 
2007,Terengganu,Married, 231.7 
2008,Terengganu,Married, 236.5 
2009,Terengganu,Married, 250.3 
2010,Terengganu,Married, 239.3 
2011,Terengganu,Married, 254.5 
2012,Terengganu,Married, 250.8 
2013,Terengganu,Married, 262.1 
2014,Terengganu,Married, 263.5 
2015,Terengganu,Married, 267.6 
1982,Sabah,Married, 222.5 
1983,Sabah,Married, 246.4 
1984,Sabah,Married, 258.4 
1985,Sabah,Married, 265.8 
1986,Sabah,Married, 275.4 
1987,Sabah,Married, 290.3 
1988,Sabah,Married, 283.2 
1989,Sabah,Married, 297.9 
1990,Sabah,Married, 287.7 
1992,Sabah,Married, 319.0 
1993,Sabah,Married, 434.8 
1995,Sabah,Married, 470.5 
1996,Sabah,Married, 615.8 
1997,Sabah,Married, 629.7 
1998,Sabah,Married, 701.8 
1999,Sabah,Married, 711.0 
2000,Sabah,Married, 601.5 
2001,Sabah,Married, 651.6 
2002,Sabah,Married, 648.3 
2003,Sabah,Married, 675.7 
2004,Sabah,Married, 690.9 
2005,Sabah,Married, 711.6 
2006,Sabah,Married, 739.3 
2007,Sabah,Married, 758.0 
2008,Sabah,Married, 777.9 
2009,Sabah,Married, 827.0 
2010,Sabah,Married, 871.4 
2011,Sabah,Married, 897.7 
2012,Sabah,Married, 917.2 
2013,Sabah,Married," 1,036.4 "
2014,Sabah,Married," 1,090.8 "
2015,Sabah,Married," 1,129.6 "
1982,Sarawak,Married, 349.1 
1983,Sarawak,Married, 356.8 
1984,Sarawak,Married, 383.1 
1985,Sarawak,Married, 393.4 
1986,Sarawak,Married, 409.6 
1987,Sarawak,Married, 422.9 
1988,Sarawak,Married, 422.0 
1989,Sarawak,Married, 458.5 
1990,Sarawak,Married, 463.9 
1992,Sarawak,Married, 464.7 
1993,Sarawak,Married, 497.3 
1995,Sarawak,Married, 519.7 
1996,Sarawak,Married, 552.3 
1997,Sarawak,Married, 549.9 
1998,Sarawak,Married, 554.9 
1999,Sarawak,Married, 567.0 
2000,Sarawak,Married, 571.6 
2001,Sarawak,Married, 586.3 
2002,Sarawak,Married, 619.5 
2003,Sarawak,Married, 609.4 
2004,Sarawak,Married, 621.1 
2005,Sarawak,Married, 624.6 
2006,Sarawak,Married, 620.9 
2007,Sarawak,Married, 653.0 
2008,Sarawak,Married, 619.4 
2009,Sarawak,Married, 673.6 
2010,Sarawak,Married, 703.7 
2011,Sarawak,Married, 709.5 
2012,Sarawak,Married, 758.0 
2013,Sarawak,Married, 762.5 
2014,Sarawak,Married, 801.7 
2015,Sarawak,Married, 785.5 
1982,W.P. Kuala Lumpur,Married, 232.4 
1983,W.P. Kuala Lumpur,Married, 224.5 
1984,W.P. Kuala Lumpur,Married, 254.9 
1985,W.P. Kuala Lumpur,Married, 257.1 
1986,W.P. Kuala Lumpur,Married, 246.9 
1987,W.P. Kuala Lumpur,Married, 254.7 
1988,W.P. Kuala Lumpur,Married, 265.3 
1989,W.P. Kuala Lumpur,Married, 283.3 
1990,W.P. Kuala Lumpur,Married, 265.2 
1992,W.P. Kuala Lumpur,Married, 299.5 
1993,W.P. Kuala Lumpur,Married, 323.1 
1995,W.P. Kuala Lumpur,Married, 338.4 
1996,W.P. Kuala Lumpur,Married, 389.9 
1997,W.P. Kuala Lumpur,Married, 396.3 
1998,W.P. Kuala Lumpur,Married, 384.5 
1999,W.P. Kuala Lumpur,Married, 399.8 
2000,W.P. Kuala Lumpur,Married, 375.8 
2001,W.P. Kuala Lumpur,Married, 406.2 
2002,W.P. Kuala Lumpur,Married, 447.2 
2003,W.P. Kuala Lumpur,Married, 416.8 
2004,W.P. Kuala Lumpur,Married, 403.3 
2005,W.P. Kuala Lumpur,Married, 397.8 
2006,W.P. Kuala Lumpur,Married, 407.6 
2007,W.P. Kuala Lumpur,Married, 410.2 
2008,W.P. Kuala Lumpur,Married, 402.9 
2009,W.P. Kuala Lumpur,Married, 414.1 
2010,W.P. Kuala Lumpur,Married, 439.1 
2011,W.P. Kuala Lumpur,Married, 443.4 
2012,W.P. Kuala Lumpur,Married, 452.9 
2013,W.P. Kuala Lumpur,Married, 495.7 
2014,W.P. Kuala Lumpur,Married, 502.4 
2015,W.P. Kuala Lumpur,Married, 510.6 
1982,W.P Labuan,Married,
1983,W.P Labuan,Married,
1984,W.P Labuan,Married, 9.1 
1985,W.P Labuan,Married, 9.1 
1986,W.P Labuan,Married, 8.7 
1987,W.P Labuan,Married, 8.3 
1988,W.P Labuan,Married, 8.2 
1989,W.P Labuan,Married, 8.9 
1990,W.P Labuan,Married, 10.6 
1992,W.P Labuan,Married, 8.7 
1993,W.P Labuan,Married, 11.9 
1995,W.P Labuan,Married, 21.0 
1996,W.P Labuan,Married, 25.4 
1997,W.P Labuan,Married, 24.1 
1998,W.P Labuan,Married, 22.7 
1999,W.P Labuan,Married, 28.3 
2000,W.P Labuan,Married, 18.1 
2001,W.P Labuan,Married, 17.6 
2002,W.P Labuan,Married, 20.8 
2003,W.P Labuan,Married, 18.1 
2004,W.P Labuan,Married, 20.5 
2005,W.P Labuan,Married, 19.8 
2006,W.P Labuan,Married, 18.5 
2007,W.P Labuan,Married, 18.9 
2008,W.P Labuan,Married, 20.9 
2009,W.P Labuan,Married, 21.8 
2010,W.P Labuan,Married, 23.6 
2011,W.P Labuan,Married, 23.7 
2012,W.P Labuan,Married, 24.2 
2013,W.P Labuan,Married, 25.0 
2014,W.P Labuan,Married, 26.2 
2015,W.P Labuan,Married, 25.6 
1982,W.P.Putrajaya,Married,
1983,W.P.Putrajaya,Married,
1984,W.P.Putrajaya,Married,
1985,W.P.Putrajaya,Married,
1986,W.P.Putrajaya,Married,
1987,W.P.Putrajaya,Married,
1988,W.P.Putrajaya,Married,
1989,W.P.Putrajaya,Married,
1990,W.P.Putrajaya,Married,
1992,W.P.Putrajaya,Married,
1993,W.P.Putrajaya,Married,
1995,W.P.Putrajaya,Married,
1996,W.P.Putrajaya,Married,
1997,W.P.Putrajaya,Married,
1998,W.P.Putrajaya,Married,
1999,W.P.Putrajaya,Married,
2000,W.P.Putrajaya,Married,
2001,W.P.Putrajaya,Married,
2002,W.P.Putrajaya,Married,
2003,W.P.Putrajaya,Married,
2004,W.P.Putrajaya,Married,
2005,W.P.Putrajaya,Married,
2006,W.P.Putrajaya,Married,
2007,W.P.Putrajaya,Married,
2008,W.P.Putrajaya,Married,
2009,W.P.Putrajaya,Married,
2010,W.P.Putrajaya,Married,
2011,W.P.Putrajaya,Married, 29.6 
2012,W.P.Putrajaya,Married, 30.6 
2013,W.P.Putrajaya,Married, 31.6 
2014,W.P.Putrajaya,Married, 32.4 
2015,W.P.Putrajaya,Married, 30.9 
1982,Malaysia,Widowed, 144.5 
1983,Malaysia,Widowed, 145.0 
1984,Malaysia,Widowed, 150.3 
1985,Malaysia,Widowed, 149.8 
1986,Malaysia,Widowed, 145.4 
1987,Malaysia,Widowed, 151.7 
1988,Malaysia,Widowed, 146.1 
1989,Malaysia,Widowed, 148.6 
1990,Malaysia,Widowed, 152.8 
1992,Malaysia,Widowed, 164.2 
1993,Malaysia,Widowed, 159.8 
1995,Malaysia,Widowed, 188.4 
1996,Malaysia,Widowed, 198.1 
1997,Malaysia,Widowed, 171.7 
1998,Malaysia,Widowed, 189.0 
1999,Malaysia,Widowed, 174.9 
2000,Malaysia,Widowed, 188.3 
2001,Malaysia,Widowed, 184.0 
2002,Malaysia,Widowed, 195.5 
2003,Malaysia,Widowed, 205.6 
2004,Malaysia,Widowed, 205.8 
2005,Malaysia,Widowed, 203.5 
2006,Malaysia,Widowed, 198.5 
2007,Malaysia,Widowed, 213.8 
2008,Malaysia,Widowed, 211.6 
2009,Malaysia,Widowed, 222.1 
2010,Malaysia,Widowed, 225.4 
2011,Malaysia,Widowed, 230.1 
2012,Malaysia,Widowed, 271.6 
2013,Malaysia,Widowed, 286.5 
2014,Malaysia,Widowed, 284.5 
2015,Malaysia,Widowed, 303.8 
1982,Johor,Widowed, 16.3 
1983,Johor,Widowed, 15.2 
1984,Johor,Widowed, 15.7 
1985,Johor,Widowed, 17.3 
1986,Johor,Widowed, 18.2 
1987,Johor,Widowed, 17.8 
1988,Johor,Widowed, 15.8 
1989,Johor,Widowed, 19.5 
1990,Johor,Widowed, 18.5 
1992,Johor,Widowed, 17.9 
1993,Johor,Widowed, 19.8 
1995,Johor,Widowed, 19.1 
1996,Johor,Widowed, 21.4 
1997,Johor,Widowed, 18.9 
1998,Johor,Widowed, 20.3 
1999,Johor,Widowed, 15.2 
2000,Johor,Widowed, 19.7 
2001,Johor,Widowed, 21.9 
2002,Johor,Widowed, 18.3 
2003,Johor,Widowed, 23.3 
2004,Johor,Widowed, 21.6 
2005,Johor,Widowed, 22.8 
2006,Johor,Widowed, 20.8 
2007,Johor,Widowed, 23.4 
2008,Johor,Widowed, 24.3 
2009,Johor,Widowed, 25.9 
2010,Johor,Widowed, 24.5 
2011,Johor,Widowed, 23.4 
2012,Johor,Widowed, 30.5 
2013,Johor,Widowed, 30.8 
2014,Johor,Widowed, 36.2 
2015,Johor,Widowed, 37.1 
1982,Kedah,Widowed, 12.1 
1983,Kedah,Widowed, 11.0 
1984,Kedah,Widowed, 13.3 
1985,Kedah,Widowed, 13.8 
1986,Kedah,Widowed, 11.5 
1987,Kedah,Widowed, 11.3 
1988,Kedah,Widowed, 15.7 
1989,Kedah,Widowed, 13.8 
1990,Kedah,Widowed, 13.1 
1992,Kedah,Widowed, 15.5 
1993,Kedah,Widowed, 10.2 
1995,Kedah,Widowed, 17.4 
1996,Kedah,Widowed, 16.6 
1997,Kedah,Widowed, 13.8 
1998,Kedah,Widowed, 14.5 
1999,Kedah,Widowed, 14.5 
2000,Kedah,Widowed, 14.5 
2001,Kedah,Widowed, 13.7 
2002,Kedah,Widowed, 14.5 
2003,Kedah,Widowed, 14.1 
2004,Kedah,Widowed, 16.2 
2005,Kedah,Widowed, 16.2 
2006,Kedah,Widowed, 16.0 
2007,Kedah,Widowed, 15.8 
2008,Kedah,Widowed, 15.8 
2009,Kedah,Widowed, 17.0 
2010,Kedah,Widowed, 17.2 
2011,Kedah,Widowed, 16.8 
2012,Kedah,Widowed, 19.3 
2013,Kedah,Widowed, 23.5 
2014,Kedah,Widowed, 21.3 
2015,Kedah,Widowed, 23.6 
1982,Kelantan,Widowed, 10.4 
1983,Kelantan,Widowed, 8.6 
1984,Kelantan,Widowed, 11.9 
1985,Kelantan,Widowed, 10.4 
1986,Kelantan,Widowed, 10.3 
1987,Kelantan,Widowed, 11.1 
1988,Kelantan,Widowed, 10.1 
1989,Kelantan,Widowed, 10.3 
1990,Kelantan,Widowed, 12.5 
1992,Kelantan,Widowed, 12.3 
1993,Kelantan,Widowed, 11.3 
1995,Kelantan,Widowed, 13.2 
1996,Kelantan,Widowed, 13.9 
1997,Kelantan,Widowed, 12.8 
1998,Kelantan,Widowed, 13.0 
1999,Kelantan,Widowed, 14.3 
2000,Kelantan,Widowed, 13.7 
2001,Kelantan,Widowed, 14.1 
2002,Kelantan,Widowed, 14.3 
2003,Kelantan,Widowed, 15.4 
2004,Kelantan,Widowed, 14.7 
2005,Kelantan,Widowed, 12.5 
2006,Kelantan,Widowed, 11.7 
2007,Kelantan,Widowed, 14.6 
2008,Kelantan,Widowed, 15.5 
2009,Kelantan,Widowed, 15.3 
2010,Kelantan,Widowed, 17.2 
2011,Kelantan,Widowed, 15.4 
2012,Kelantan,Widowed, 15.2 
2013,Kelantan,Widowed, 19.4 
2014,Kelantan,Widowed, 20.1 
2015,Kelantan,Widowed, 20.9 
1982,Melaka,Widowed, 5.1 
1983,Melaka,Widowed, 6.7 
1984,Melaka,Widowed, 5.0 
1985,Melaka,Widowed, 4.7 
1986,Melaka,Widowed, 5.2 
1987,Melaka,Widowed, 3.9 
1988,Melaka,Widowed, 5.0 
1989,Melaka,Widowed, 3.7 
1990,Melaka,Widowed, 5.4 
1992,Melaka,Widowed, 3.4 
1993,Melaka,Widowed, 6.0 
1995,Melaka,Widowed, 5.9 
1996,Melaka,Widowed, 4.0 
1997,Melaka,Widowed, 5.1 
1998,Melaka,Widowed, 4.9 
1999,Melaka,Widowed, 4.6 
2000,Melaka,Widowed, 4.7 
2001,Melaka,Widowed, 6.0 
2002,Melaka,Widowed, 4.9 
2003,Melaka,Widowed, 6.0 
2004,Melaka,Widowed, 5.4 
2005,Melaka,Widowed, 6.6 
2006,Melaka,Widowed, 6.1 
2007,Melaka,Widowed, 4.9 
2008,Melaka,Widowed, 5.8 
2009,Melaka,Widowed, 5.3 
2010,Melaka,Widowed, 6.7 
2011,Melaka,Widowed, 7.7 
2012,Melaka,Widowed, 8.2 
2013,Melaka,Widowed, 8.9 
2014,Melaka,Widowed, 7.2 
2015,Melaka,Widowed, 8.4 
1982,Negeri Sembilan,Widowed, 6.7 
1983,Negeri Sembilan,Widowed, 6.9 
1984,Negeri Sembilan,Widowed, 6.9 
1985,Negeri Sembilan,Widowed, 7.0 
1986,Negeri Sembilan,Widowed, 6.5 
1987,Negeri Sembilan,Widowed, 6.4 
1988,Negeri Sembilan,Widowed, 4.8 
1989,Negeri Sembilan,Widowed, 5.1 
1990,Negeri Sembilan,Widowed, 4.6 
1992,Negeri Sembilan,Widowed, 7.3 
1993,Negeri Sembilan,Widowed, 5.6 
1995,Negeri Sembilan,Widowed, 7.0 
1996,Negeri Sembilan,Widowed, 6.9 
1997,Negeri Sembilan,Widowed, 6.1 
1998,Negeri Sembilan,Widowed, 6.5 
1999,Negeri Sembilan,Widowed, 5.3 
2000,Negeri Sembilan,Widowed, 7.2 
2001,Negeri Sembilan,Widowed, 7.3 
2002,Negeri Sembilan,Widowed, 7.2 
2003,Negeri Sembilan,Widowed, 7.0 
2004,Negeri Sembilan,Widowed, 7.3 
2005,Negeri Sembilan,Widowed, 6.6 
2006,Negeri Sembilan,Widowed, 7.4 
2007,Negeri Sembilan,Widowed, 7.2 
2008,Negeri Sembilan,Widowed, 6.7 
2009,Negeri Sembilan,Widowed, 7.1 
2010,Negeri Sembilan,Widowed, 7.4 
2011,Negeri Sembilan,Widowed, 8.6 
2012,Negeri Sembilan,Widowed, 12.8 
2013,Negeri Sembilan,Widowed, 13.4 
2014,Negeri Sembilan,Widowed, 12.9 
2015,Negeri Sembilan,Widowed, 12.0 
1982,Pahang,Widowed, 5.6 
1983,Pahang,Widowed, 6.2 
1984,Pahang,Widowed, 7.3 
1985,Pahang,Widowed, 8.3 
1986,Pahang,Widowed, 7.7 
1987,Pahang,Widowed, 6.7 
1988,Pahang,Widowed, 6.2 
1989,Pahang,Widowed, 7.0 
1990,Pahang,Widowed, 7.8 
1992,Pahang,Widowed, 9.0 
1993,Pahang,Widowed, 4.1 
1995,Pahang,Widowed, 10.1 
1996,Pahang,Widowed, 9.5 
1997,Pahang,Widowed, 9.5 
1998,Pahang,Widowed, 8.0 
1999,Pahang,Widowed, 8.1 
2000,Pahang,Widowed, 11.0 
2001,Pahang,Widowed, 7.8 
2002,Pahang,Widowed, 9.3 
2003,Pahang,Widowed, 10.1 
2004,Pahang,Widowed, 11.3 
2005,Pahang,Widowed, 11.0 
2006,Pahang,Widowed, 10.9 
2007,Pahang,Widowed, 14.9 
2008,Pahang,Widowed, 12.9 
2009,Pahang,Widowed, 14.3 
2010,Pahang,Widowed, 13.3 
2011,Pahang,Widowed, 12.1 
2012,Pahang,Widowed, 16.2 
2013,Pahang,Widowed, 18.6 
2014,Pahang,Widowed, 17.3 
2015,Pahang,Widowed, 20.7 
1982,Pulau Pinang,Widowed, 9.1 
1983,Pulau Pinang,Widowed, 10.5 
1984,Pulau Pinang,Widowed, 9.1 
1985,Pulau Pinang,Widowed, 9.8 
1986,Pulau Pinang,Widowed, 9.0 
1987,Pulau Pinang,Widowed, 8.7 
1988,Pulau Pinang,Widowed, 7.5 
1989,Pulau Pinang,Widowed, 7.9 
1990,Pulau Pinang,Widowed, 8.9 
1992,Pulau Pinang,Widowed, 9.5 
1993,Pulau Pinang,Widowed, 8.6 
1995,Pulau Pinang,Widowed, 9.2 
1996,Pulau Pinang,Widowed, 7.8 
1997,Pulau Pinang,Widowed, 12.3 
1998,Pulau Pinang,Widowed, 11.4 
1999,Pulau Pinang,Widowed, 11.0 
2000,Pulau Pinang,Widowed, 14.0 
2001,Pulau Pinang,Widowed, 12.6 
2002,Pulau Pinang,Widowed, 12.2 
2003,Pulau Pinang,Widowed, 16.0 
2004,Pulau Pinang,Widowed, 14.2 
2005,Pulau Pinang,Widowed, 13.0 
2006,Pulau Pinang,Widowed, 10.7 
2007,Pulau Pinang,Widowed, 10.6 
2008,Pulau Pinang,Widowed, 12.0 
2009,Pulau Pinang,Widowed, 14.5 
2010,Pulau Pinang,Widowed, 11.0 
2011,Pulau Pinang,Widowed, 15.0 
2012,Pulau Pinang,Widowed, 15.5 
2013,Pulau Pinang,Widowed, 15.1 
2014,Pulau Pinang,Widowed, 16.0 
2015,Pulau Pinang,Widowed, 13.8 
1982,Perak,Widowed, 20.9 
1983,Perak,Widowed, 17.9 
1984,Perak,Widowed, 23.2 
1985,Perak,Widowed, 21.6 
1986,Perak,Widowed, 20.0 
1987,Perak,Widowed, 23.5 
1988,Perak,Widowed, 20.3 
1989,Perak,Widowed, 21.8 
1990,Perak,Widowed, 20.8 
1992,Perak,Widowed, 19.8 
1993,Perak,Widowed, 17.0 
1995,Perak,Widowed, 19.5 
1996,Perak,Widowed, 25.3 
1997,Perak,Widowed, 21.4 
1998,Perak,Widowed, 21.4 
1999,Perak,Widowed, 16.7 
2000,Perak,Widowed, 19.4 
2001,Perak,Widowed, 20.4 
2002,Perak,Widowed, 19.5 
2003,Perak,Widowed, 19.2 
2004,Perak,Widowed, 18.2 
2005,Perak,Widowed, 19.5 
2006,Perak,Widowed, 22.0 
2007,Perak,Widowed, 23.4 
2008,Perak,Widowed, 19.6 
2009,Perak,Widowed, 22.0 
2010,Perak,Widowed, 19.9 
2011,Perak,Widowed, 21.2 
2012,Perak,Widowed, 21.7 
2013,Perak,Widowed, 23.3 
2014,Perak,Widowed, 25.8 
2015,Perak,Widowed, 21.6 
1982,Perlis,Widowed, 2.1 
1983,Perlis,Widowed, 2.1 
1984,Perlis,Widowed, 1.4 
1985,Perlis,Widowed, 1.6 
1986,Perlis,Widowed, 2.0 
1987,Perlis,Widowed, 1.7 
1988,Perlis,Widowed, 1.4 
1989,Perlis,Widowed, 1.1 
1990,Perlis,Widowed, 1.2 
1992,Perlis,Widowed, 1.4 
1993,Perlis,Widowed, 3.0 
1995,Perlis,Widowed, 2.2 
1996,Perlis,Widowed, 1.7 
1997,Perlis,Widowed, 1.6 
1998,Perlis,Widowed, 1.7 
1999,Perlis,Widowed, 2.1 
2000,Perlis,Widowed, 1.9 
2001,Perlis,Widowed, 2.4 
2002,Perlis,Widowed, 1.4 
2003,Perlis,Widowed, 1.9 
2004,Perlis,Widowed, 2.1 
2005,Perlis,Widowed, 1.8 
2006,Perlis,Widowed, 1.8 
2007,Perlis,Widowed, 2.3 
2008,Perlis,Widowed, 2.2 
2009,Perlis,Widowed, 2.1 
2010,Perlis,Widowed, 2.0 
2011,Perlis,Widowed, 1.9 
2012,Perlis,Widowed, 2.3 
2013,Perlis,Widowed, 2.5 
2014,Perlis,Widowed, 2.7 
2015,Perlis,Widowed, 2.7 
1982,Selangor,Widowed, 13.7 
1983,Selangor,Widowed, 17.6 
1984,Selangor,Widowed, 12.4 
1985,Selangor,Widowed, 13.2 
1986,Selangor,Widowed, 14.5 
1987,Selangor,Widowed, 16.9 
1988,Selangor,Widowed, 14.8 
1989,Selangor,Widowed, 15.6 
1990,Selangor,Widowed, 16.1 
1992,Selangor,Widowed, 18.1 
1993,Selangor,Widowed, 21.1 
1995,Selangor,Widowed, 23.8 
1996,Selangor,Widowed, 23.3 
1997,Selangor,Widowed, 18.2 
1998,Selangor,Widowed, 22.7 
1999,Selangor,Widowed, 22.4 
2000,Selangor,Widowed, 23.4 
2001,Selangor,Widowed, 19.5 
2002,Selangor,Widowed, 26.1 
2003,Selangor,Widowed, 30.0 
2004,Selangor,Widowed, 28.4 
2005,Selangor,Widowed, 32.5 
2006,Selangor,Widowed, 29.1 
2007,Selangor,Widowed, 31.9 
2008,Selangor,Widowed, 37.3 
2009,Selangor,Widowed, 34.3 
2010,Selangor,Widowed, 40.5 
2011,Selangor,Widowed, 33.0 
2012,Selangor,Widowed, 46.8 
2013,Selangor,Widowed, 46.7 
2014,Selangor,Widowed, 50.0 
2015,Selangor,Widowed, 53.8 
1982,Terengganu,Widowed, 7.0 
1983,Terengganu,Widowed, 8.5 
1984,Terengganu,Widowed, 7.0 
1985,Terengganu,Widowed, 6.0 
1986,Terengganu,Widowed, 5.0 
1987,Terengganu,Widowed, 6.7 
1988,Terengganu,Widowed, 6.2 
1989,Terengganu,Widowed, 7.0 
1990,Terengganu,Widowed, 6.0 
1992,Terengganu,Widowed, 6.8 
1993,Terengganu,Widowed, 7.1 
1995,Terengganu,Widowed, 7.6 
1996,Terengganu,Widowed, 8.1 
1997,Terengganu,Widowed, 6.5 
1998,Terengganu,Widowed, 7.9 
1999,Terengganu,Widowed, 7.2 
2000,Terengganu,Widowed, 8.7 
2001,Terengganu,Widowed, 7.4 
2002,Terengganu,Widowed, 6.8 
2003,Terengganu,Widowed, 9.7 
2004,Terengganu,Widowed, 10.0 
2005,Terengganu,Widowed, 8.0 
2006,Terengganu,Widowed, 7.3 
2007,Terengganu,Widowed, 9.1 
2008,Terengganu,Widowed, 9.1 
2009,Terengganu,Widowed, 8.5 
2010,Terengganu,Widowed, 8.8 
2011,Terengganu,Widowed, 10.7 
2012,Terengganu,Widowed, 10.3 
2013,Terengganu,Widowed, 10.9 
2014,Terengganu,Widowed, 10.3 
2015,Terengganu,Widowed, 11.6 
1982,Sabah,Widowed, 11.4 
1983,Sabah,Widowed, 10.9 
1984,Sabah,Widowed, 12.5 
1985,Sabah,Widowed, 11.7 
1986,Sabah,Widowed, 11.3 
1987,Sabah,Widowed, 12.1 
1988,Sabah,Widowed, 12.7 
1989,Sabah,Widowed, 10.4 
1990,Sabah,Widowed, 11.9 
1992,Sabah,Widowed, 15.2 
1993,Sabah,Widowed, 17.6 
1995,Sabah,Widowed, 20.0 
1996,Sabah,Widowed, 25.0 
1997,Sabah,Widowed, 17.3 
1998,Sabah,Widowed, 26.6 
1999,Sabah,Widowed, 25.1 
2000,Sabah,Widowed, 17.6 
2001,Sabah,Widowed, 23.2 
2002,Sabah,Widowed, 25.2 
2003,Sabah,Widowed, 22.4 
2004,Sabah,Widowed, 26.3 
2005,Sabah,Widowed, 24.4 
2006,Sabah,Widowed, 23.9 
2007,Sabah,Widowed, 23.5 
2008,Sabah,Widowed, 21.1 
2009,Sabah,Widowed, 25.3 
2010,Sabah,Widowed, 21.6 
2011,Sabah,Widowed, 26.6 
2012,Sabah,Widowed, 29.5 
2013,Sabah,Widowed, 30.6 
2014,Sabah,Widowed, 28.0 
2015,Sabah,Widowed, 36.4 
1982,Sarawak,Widowed, 16.3 
1983,Sarawak,Widowed, 17.4 
1984,Sarawak,Widowed, 16.5 
1985,Sarawak,Widowed, 16.1 
1986,Sarawak,Widowed, 17.5 
1987,Sarawak,Widowed, 18.0 
1988,Sarawak,Widowed, 17.7 
1989,Sarawak,Widowed, 17.4 
1990,Sarawak,Widowed, 18.5 
1992,Sarawak,Widowed, 18.2 
1993,Sarawak,Widowed, 16.6 
1995,Sarawak,Widowed, 20.6 
1996,Sarawak,Widowed, 18.0 
1997,Sarawak,Widowed, 17.1 
1998,Sarawak,Widowed, 18.3 
1999,Sarawak,Widowed, 15.9 
2000,Sarawak,Widowed, 22.7 
2001,Sarawak,Widowed, 18.1 
2002,Sarawak,Widowed, 23.4 
2003,Sarawak,Widowed, 19.4 
2004,Sarawak,Widowed, 19.3 
2005,Sarawak,Widowed, 18.5 
2006,Sarawak,Widowed, 20.5 
2007,Sarawak,Widowed, 19.5 
2008,Sarawak,Widowed, 18.3 
2009,Sarawak,Widowed, 19.3 
2010,Sarawak,Widowed, 22.4 
2011,Sarawak,Widowed, 20.4 
2012,Sarawak,Widowed, 25.2 
2013,Sarawak,Widowed, 26.9 
2014,Sarawak,Widowed, 21.8 
2015,Sarawak,Widowed, 24.3 
1982,W.P. Kuala Lumpur,Widowed, 7.9 
1983,W.P. Kuala Lumpur,Widowed, 5.6 
1984,W.P. Kuala Lumpur,Widowed, 7.8 
1985,W.P. Kuala Lumpur,Widowed, 8.0 
1986,W.P. Kuala Lumpur,Widowed, 6.5 
1987,W.P. Kuala Lumpur,Widowed, 6.6 
1988,W.P. Kuala Lumpur,Widowed, 7.7 
1989,W.P. Kuala Lumpur,Widowed, 7.8 
1990,W.P. Kuala Lumpur,Widowed, 7.7 
1992,W.P. Kuala Lumpur,Widowed, 9.0 
1993,W.P. Kuala Lumpur,Widowed, 11.8 
1995,W.P. Kuala Lumpur,Widowed, 12.3 
1996,W.P. Kuala Lumpur,Widowed, 16.2 
1997,W.P. Kuala Lumpur,Widowed, 10.9 
1998,W.P. Kuala Lumpur,Widowed, 11.5 
1999,W.P. Kuala Lumpur,Widowed, 11.8 
2000,W.P. Kuala Lumpur,Widowed, 9.5 
2001,W.P. Kuala Lumpur,Widowed, 9.4 
2002,W.P. Kuala Lumpur,Widowed, 11.9 
2003,W.P. Kuala Lumpur,Widowed, 10.6 
2004,W.P. Kuala Lumpur,Widowed, 10.3 
2005,W.P. Kuala Lumpur,Widowed, 9.7 
2006,W.P. Kuala Lumpur,Widowed, 10.0 
2007,W.P. Kuala Lumpur,Widowed, 12.0 
2008,W.P. Kuala Lumpur,Widowed, 10.4 
2009,W.P. Kuala Lumpur,Widowed, 10.5 
2010,W.P. Kuala Lumpur,Widowed, 12.1 
2011,W.P. Kuala Lumpur,Widowed, 16.1 
2012,W.P. Kuala Lumpur,Widowed, 17.1 
2013,W.P. Kuala Lumpur,Widowed, 14.9 
2014,W.P. Kuala Lumpur,Widowed, 13.6 
2015,W.P. Kuala Lumpur,Widowed, 15.4 
1982,W.P Labuan,Widowed,
1983,W.P Labuan,Widowed,
1984,W.P Labuan,Widowed, 0.3 
1985,W.P Labuan,Widowed, 0.3 
1986,W.P Labuan,Widowed, 0.2 
1987,W.P Labuan,Widowed, 0.2 
1988,W.P Labuan,Widowed, 0.2 
1989,W.P Labuan,Widowed, 0.2 
1990,W.P Labuan,Widowed, 0.1 
1992,W.P Labuan,Widowed, 0.5 
1993,W.P Labuan,Widowed, 0.2 
1995,W.P Labuan,Widowed, 0.5 
1996,W.P Labuan,Widowed, 0.5 
1997,W.P Labuan,Widowed, 0.4 
1998,W.P Labuan,Widowed, 0.4 
1999,W.P Labuan,Widowed, 0.8 
2000,W.P Labuan,Widowed, 0.3 
